Name,INN,City,Region,Address,Website,Email,Category,OKVED
ООО Галс-Девелопмент,7701070010,Самара,Самарская область,"г Самара, ул Примерная, 11",gals-development.ru,info@gals-development.ru,Строительство,41.20
ООО Ташир,7701070011,Самара,Самарская область,"г Самара, ул Примерная, 12",tashir.ru,info@tashir.ru,Строительство,41.20
ООО ЦДС,7701070012,Самара,Самарская область,"г Самара, ул Примерная, 13",cds.ru,info@cds.ru,Строительство,41.20
ООО ЮИТ,7701070013,Самара,Самарская область,"г Самара, ул Примерная, 14",yit.ru,info@yit.ru,Строительство,41.20
ООО БестЪ,7701070014,Самара,Самарская область,"г Самара, ул Примерная, 15",best-development.ru,info@best-development.ru,Строительство,41.20
ООО Стройматериалы оптом Самара,7900007028,Самара,Россия,"г Самара, ул Промышленная, 29",https://build-самара.ru,stroi@самара-str.ru,Стройматериалы оптом,46.73
ООО Танцевальный коллектив Самара,8000007019,Самара,Россия,"г Самара, ул Коммерческая, 20",https://dance-самара.ru,dance@самара-dance.ru,Танцевальный коллектив,90.01
ООО Таргетированная реклама Самара,8000007005,Самара,Россия,"г Самара, ул Коммерческая, 6",https://target-самара.ru,target@самара-tgt.ru,Таргетированная реклама,73.11
ООО Тату-салон Самара,8000007032,Самара,Россия,"г Самара, ул Коммерческая, 33",https://tattoo-самара.ru,tattoo@самара-tat.ru,Тату-салон,96.09
ООО Тепловизионное обследование Самара,7900007019,Самара,Россия,"г Самара, ул Промышленная, 20",https://thermal-самара.ru,thermal@самара-th.ru,Тепловизионное обследование,71.12
ООО Трихология Самара,8000007035,Самара,Россия,"г Самара, ул Коммерческая, 36",https://tricho-самара.ru,tricho@самара-trich.ru,Трихология,86.90
ООО Травелата,7701070000,Самара,Самарская область,"г Самара, ул Примерная, 1",travelata.ru,info@travelata.ru,Туризм,79.11
ООО Level.Travel,7701070001,Самара,Самарская область,"г Самара, ул Примерная, 2",level.travel,info@level.travel,Туризм,79.11
ООО Onetwotrip,7701070002,Самара,Самарская область,"г Самара, ул Примерная, 3",onetwotrip.com,info@onetwotrip.com,Туризм,79.11
ООО Туту.ру,7701070003,Самара,Самарская область,"г Самара, ул Примерная, 4",tutu.ru,info@tutu.ru,Туризм,79.11
ООО Аэроэкспресс,7701070004,Самара,Самарская область,"г Самара, ул Примерная, 5",aeroexpress.ru,info@aeroexpress.ru,Туризм,79.11
ООО Библио-Глобус,7701070005,Самара,Самарская область,"г Самара, ул Примерная, 6",biblioglobus.ru,info@biblioglobus.ru,Туризм,79.11
ООО Пегас Туристик,7701070006,Самара,Самарская область,"г Самара, ул Примерная, 7",pegast.ru,info@pegast.ru,Туризм,79.11
ООО Тез Тур,7701070007,Самара,Самарская область,"г Самара, ул Примерная, 8",teztour.ru,info@teztour.ru,Туризм,79.11
ООО Анекс Тур,7701070008,Самара,Самарская область,"г Самара, ул Примерная, 9",anextour.ru,info@anextour.ru,Туризм,79.11
ООО Корал Тревел,7701070009,Самара,Самарская область,"г Самара, ул Примерная, 10",coral.ru,info@coral.ru,Туризм,79.11
ООО Русский Экспресс,7701070010,Самара,Самарская область,"г Самара, ул Примерная, 11",russiangid.ru,info@russiangid.ru,Туризм,79.11
ООО Натали Турс,7701070011,Самара,Самарская область,"г Самара, ул Примерная, 12",natali-tours.ru,info@natali-tours.ru,Туризм,79.11
ООО Sunmar,7701070012,Самара,Самарская область,"г Самара, ул Примерная, 13",sunmar.ru,info@sunmar.ru,Туризм,79.11
ООО TUI,7701070013,Самара,Самарская область,"г Самара, ул Примерная, 14",tui.ru,info@tui.ru,Туризм,79.11
ООО Intourist,7701070014,Самара,Самарская область,"г Самара, ул Примерная, 15",intourist.ru,info@intourist.ru,Туризм,79.11
ООО Туристическое агентство Самара,7800007013,Самара,Россия,"г Самара, ул Центральная, 14",https://tour-самара.ru,info@самара-tour.ru,Туристическое агентство,79.11
ООО Управленческий консалтинг Самара,8000007028,Самара,Россия,"г Самара, ул Коммерческая, 29",https://mgmt-самара.ru,mgmt@самара-mgmt.ru,Управленческий консалтинг,70.22
ООО Финансовый консультант Самара,8000007026,Самара,Россия,"г Самара, ул Коммерческая, 27",https://finance-самара.ru,fin@самара-fin.ru,Финансовый консультант,66.12
ООО World Class,7701070000,Самара,Самарская область,"г Самара, ул Примерная, 1",worldclass.ru,info@worldclass.ru,Фитнес,93.11
ООО Фитнес Холдинг,7701070001,Самара,Самарская область,"г Самара, ул Примерная, 2",fitnessholding.ru,info@fitnessholding.ru,Фитнес,93.11
ООО Alex Fitness,7701070002,Самара,Самарская область,"г Самара, ул Примерная, 3",alexfitness.ru,info@alexfitness.ru,Фитнес,93.11
ООО Спортмастер,7701070003,Самара,Самарская область,"г Самара, ул Примерная, 4",sportmaster.ru,info@sportmaster.ru,Фитнес,93.11
ООО Триал-Спорт,7701070004,Самара,Самарская область,"г Самара, ул Примерная, 5",trial-sport.ru,info@trial-sport.ru,Фитнес,93.11
ООО Декатлон,7701070005,Самара,Самарская область,"г Самара, ул Примерная, 6",decathlon.ru,info@decathlon.ru,Фитнес,93.11
ООО X-Fit,7701070006,Самара,Самарская область,"г Самара, ул Примерная, 7",xfit.ru,info@xfit.ru,Фитнес,93.11
ООО Зебра,7701070007,Самара,Самарская область,"г Самара, ул Примерная, 8",zebraclub.ru,info@zebraclub.ru,Фитнес,93.11
ООО Планета Фитнес,7701070008,Самара,Самарская область,"г Самара, ул Примерная, 9",planetafitness.ru,info@planetafitness.ru,Фитнес,93.11
ООО FitCurves,7701070009,Самара,Самарская область,"г Самара, ул Примерная, 10",fitcurves.ru,info@fitcurves.ru,Фитнес,93.11
ООО Lady's Gym,7701070010,Самара,Самарская область,"г Самара, ул Примерная, 11",ladiesgym.ru,info@ladiesgym.ru,Фитнес,93.11
ООО Terrasport,7701070011,Самара,Самарская область,"г Самара, ул Примерная, 12",terrasport.ua,info@terrasport.ru,Фитнес,93.11
ООО Gymnasium,7701070012,Самара,Самарская область,"г Самара, ул Примерная, 13",gymnasium.ru,info@gymnasium.ru,Фитнес,93.11
ООО Atletica,7701070013,Самара,Самарская область,"г Самара, ул Примерная, 14",atletica.ru,info@atletica.ru,Фитнес,93.11
ООО Sport Life,7701070014,Самара,Самарская область,"г Самара, ул Примерная, 15",sportlife.ru,info@sportlife.ru,Фитнес,93.11
ООО Фитнес-клуб Самара,8000007038,Самара,Россия,"г Самара, ул Коммерческая, 39",https://fitness-самара.ru,fitness@самара-fit.ru,Фитнес-клуб,93.11
ООО Фотоателье Самара,7800007011,Самара,Россия,"г Самара, ул Центральная, 12",https://photo-самара.ru,info@самара-photo.ru,Фотоателье,74.20
ООО Фотограф Самара,8000007014,Самара,Россия,"г Самара, ул Коммерческая, 15",https://photo-самара.ru,photo@самара-photo.ru,Фотограф,74.20
ООО Хлебозавод Самара,7900007002,Самара,Россия,"г Самара, ул Промышленная, 3",https://bread-самара.ru,sale@самара-bread.ru,Хлебозавод,10.71
ООО Цветочный магазин Самара,7800007016,Самара,Россия,"г Самара, ул Центральная, 17",https://flowers-самара.ru,info@самара-flowers.ru,Цветочный магазин,47.76
ООО Швейная фабрика Самара,7900007004,Самара,Россия,"г Самара, ул Промышленная, 5",https://sewing-самара.ru,order@самара-sew.ru,Швейная фабрика,14.12
ООО Шкафы-купе Самара,7800007028,Самара,Россия,"г Самара, ул Центральная, 29",https://wardrobes-самара.ru,info@самара-wardrobe.ru,Шкафы-купе,31.01
ООО Электрика Самара,7800007024,Самара,Россия,"г Самара, ул Центральная, 25",https://electric-самара.ru,info@самара-electric.ru,Электрика,47.52
ООО Юридические услуги Самара,7800007006,Самара,Россия,"г Самара, ул Центральная, 7",https://law-самара.ru,info@самара-law.ru,Юридические услуги,69.10
ООО 1С-разработка Санкт-Петербург,8000001007,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 8",https://1c-санкт-петербург.ru,1c@санкт-петербург-1c.ru,1С-разработка,62.01
ООО CRM-внедрение Санкт-Петербург,8000001009,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 10",https://crm-санкт-петербург.ru,crm@санкт-петербург-crm.ru,CRM-внедрение,62.01
ООО DJ Санкт-Петербург,8000001018,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 19",https://dj-санкт-петербург.ru,dj@санкт-петербург-dj.ru,DJ,90.01
ООО Digital-агентство Санкт-Петербург,8000001001,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 2",https://digital-санкт-петербург.ru,start@санкт-петербург-dig.ru,Digital-агентство,73.11
ООО Event-агентство Санкт-Петербург,8000001010,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 11",https://event-санкт-петербург.ru,event@санкт-петербург-evt.ru,Event-агентство,82.30
ООО HR-консалтинг Санкт-Петербург,8000001024,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 25",https://hr-санкт-петербург.ru,hr@санкт-петербург-hr.ru,HR-консалтинг,78.10
ООО IT-аутсорсинг Санкт-Петербург,7800001007,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 8",https://it-санкт-петербург.ru,info@санкт-петербург-it.ru,IT-аутсорсинг,62.01
ООО IT-консалтинг Санкт-Петербург,8000001029,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 30",https://itcon-санкт-петербург.ru,itcon@санкт-петербург-itc.ru,IT-консалтинг,62.02
ООО SEO-студия Санкт-Петербург,8000001002,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 3",https://seo-санкт-петербург.ru,seo@санкт-петербург-seo.ru,SEO-студия,73.11
ООО SMM-агентство Санкт-Петербург,8000001003,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 4",https://smm-санкт-петербург.ru,smm@санкт-петербург-smm.ru,SMM-агентство,73.11
ООО SPA-салон Санкт-Петербург,8000001031,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 32",https://spa-санкт-петербург.ru,spa@санкт-петербург-spa.ru,SPA-салон,96.02
ООО Мajor Auto,7701010000,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 1",major-auto.ru,info@major-auto.ru,Автодилеры,45.11
ООО Автомир,7701010001,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 2",avtomir.ru,info@avtomir.ru,Автодилеры,45.11
ООО Авилон,7701010002,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 3",avilon.ru,info@avilon.ru,Автодилеры,45.11
ООО Рольф,7701010003,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 4",rolf.ru,info@rolf.ru,Автодилеры,45.11
ООО Независимость,7701010004,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 5",independence.ru,info@independence.ru,Автодилеры,45.11
ООО Автоспеццентр,7701010005,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 6",autosc.ru,info@autosc.ru,Автодилеры,45.11
ООО Восток Моторс,7701010006,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 7",vostok-motors.ru,info@vostok-motors.ru,Автодилеры,45.11
ООО АвтоГЕРМЕС,7701010007,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 8",autohermes.ru,info@autohermes.ru,Автодилеры,45.11
ООО Максимум,7701010008,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 9",maximum-motors.ru,info@maximum-motors.ru,Автодилеры,45.11
ООО АвтоВладение,7701010009,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 10",autovl.ru,info@autovl.ru,Автодилеры,45.11
ООО Премьер Авто,7701010010,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 11",premierauto.ru,info@premierauto.ru,Автодилеры,45.11
ООО Тойота Центр,7701010011,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 12",toyota.ru,info@toyota.ru,Автодилеры,45.11
ООО БМВ Русланд,7701010012,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 13",bmw.ru,info@bmw.ru,Автодилеры,45.11
ООО Мерседес-Бенц,7701010013,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 14",mercedes-benz.ru,info@mercedes-benz.ru,Автодилеры,45.11
ООО Ауди Рус,7701010014,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 15",audi.ru,info@audi.ru,Автодилеры,45.11
ООО Автоматизация бизнеса Санкт-Петербург,8000001008,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 9",https://auto-санкт-петербург.ru,auto@санкт-петербург-auto.ru,Автоматизация бизнеса,62.01
ООО Автосервис Санкт-Петербург,7800001002,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 3",https://autoservice-санкт-петербург.ru,info@санкт-петербург-auto.ru,Автосервис,45.20
ООО Автошкола Санкт-Петербург,8100001000,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 1",https://drivingschool-санкт-петербург.ru,auto@санкт-петербург-drive.ru,Автошкола,85.32
ООО Алкоголь оптом Санкт-Петербург,7900001026,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 27",https://alco-санкт-петербург.ru,alco@санкт-петербург-alco.ru,Алкоголь оптом,46.34
ООО Аптека Санкт-Петербург,7800001003,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 4",https://pharmacy-санкт-петербург.ru,info@санкт-петербург-pharmacy.ru,Аптека,47.73
ООО Аренда авто Санкт-Петербург,7800001014,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 15",https://rentcar-санкт-петербург.ru,info@санкт-петербург-rentcar.ru,Аренда авто,77.11
ООО Аренда спецтехники Санкт-Петербург,8100001001,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 2",https://specrent-санкт-петербург.ru,rent@санкт-петербург-spec.ru,Аренда спецтехники,77.39
ООО Аттестация рабочих мест Санкт-Петербург,7900001015,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 16",https://attest-санкт-петербург.ru,attest@санкт-петербург-att.ru,Аттестация рабочих мест,71.12
ООО Бассейн Санкт-Петербург,8000001039,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 40",https://pool-санкт-петербург.ru,pool@санкт-петербург-pool.ru,Бассейн,93.11
ООО Бетонный завод Санкт-Петербург,7900001009,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 10",https://beton-санкт-петербург.ru,beton@санкт-петербург-bet.ru,Бетонный завод,23.51
ООО Бизнес-консультант Санкт-Петербург,8000001025,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 26",https://consult-санкт-петербург.ru,consult@санкт-петербург-consult.ru,Бизнес-консультант,70.22
ООО Бизнес-тренер Санкт-Петербург,8000001020,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 21",https://coach-санкт-петербург.ru,coach@санкт-петербург-coach.ru,Бизнес-тренер,85.59
ООО Бурение скважин Санкт-Петербург,8100001002,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 3",https://burenie-санкт-петербург.ru,burenie@санкт-петербург-bur.ru,Бурение скважин,43.12
ООО Бухгалтерия Санкт-Петербург,7800001005,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 6",https://accounting-санкт-петербург.ru,info@санкт-петербург-buh.ru,Бухгалтерия,69.20
ООО Бытовая химия оптом Санкт-Петербург,7900001027,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 28",https://chemical-санкт-петербург.ru,him@санкт-петербург-him.ru,Бытовая химия оптом,46.44
ООО Веб-студия Санкт-Петербург,8000001000,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 1",https://webstudio-санкт-петербург.ru,hello@санкт-петербург-web.ru,Веб-студия,62.01
ООО Ведущий мероприятий Санкт-Петербург,8000001016,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 17",https://host-санкт-петербург.ru,host@санкт-петербург-host.ru,Ведущий мероприятий,90.01
ООО Видеонаблюдение Санкт-Петербург,7900001012,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 13",https://cctv-санкт-петербург.ru,cctv@санкт-петербург-cam.ru,Видеонаблюдение,43.21
ООО Видеооператор Санкт-Петербург,8000001015,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 16",https://video-санкт-петербург.ru,video@санкт-петербург-video.ru,Видеооператор,59.11
ООО Ворота и автоматика Санкт-Петербург,8100001003,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 4",https://gates-санкт-петербург.ru,gates@санкт-петербург-gate.ru,Ворота и автоматика,43.21
ООО Грузоперевозки Санкт-Петербург,8100001004,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 5",https://cargo-санкт-петербург.ru,cargo@санкт-петербург-cargo.ru,Грузоперевозки,49.41
ООО Двери Санкт-Петербург,7800001022,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 23",https://doors-санкт-петербург.ru,info@санкт-петербург-doors.ru,Двери,47.52
ООО Дезинфекция Санкт-Петербург,8100001005,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 6",https://dez-санкт-петербург.ru,dez@санкт-петербург-dez.ru,Дезинфекция,81.22
ООО Демонтаж Санкт-Петербург,8100001006,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 7",https://demontazh-санкт-петербург.ru,dem@санкт-петербург-dem.ru,Демонтаж,43.11
ООО Деревообработка Санкт-Петербург,8100001007,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 8",https://wood-санкт-петербург.ru,wood@санкт-петербург-wood.ru,Деревообработка,16.10
ООО Детейлинг Санкт-Петербург,8100001008,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 9",https://detailing-санкт-петербург.ru,detail@санкт-петербург-det.ru,Детейлинг,45.20
ООО Диетолог Санкт-Петербург,8000001036,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 37",https://diet-санкт-петербург.ru,diet@санкт-петербург-diet.ru,Диетолог,86.90
ООО Дизайн интерьера Санкт-Петербург,8100001009,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 10",https://design-санкт-петербург.ru,design@санкт-петербург-des.ru,Дизайн интерьера,74.10
ООО Дорожное строительство Санкт-Петербург,8100001010,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 11",https://road-санкт-петербург.ru,road@санкт-петербург-road.ru,Дорожное строительство,42.11
ООО Земляные работы Санкт-Петербург,8100001011,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 12",https://zemlya-санкт-петербург.ru,zem@санкт-петербург-zem.ru,Земляные работы,43.12
ООО Зоомагазин Санкт-Петербург,7800001017,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 18",https://petshop-санкт-петербург.ru,info@санкт-петербург-pet.ru,Зоомагазин,47.76
ООО Игрушки оптом Санкт-Петербург,7900001023,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 24",https://toys-санкт-петербург.ru,toys@санкт-петербург-toy.ru,Игрушки оптом,46.49
ООО Изготовление ключей Санкт-Петербург,8100001012,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 13",https://keys-санкт-петербург.ru,keys@санкт-петербург-keys.ru,Изготовление ключей,95.29
ООО Инженерные изыскания Санкт-Петербург,8100001013,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 14",https://izyskaniya-санкт-петербург.ru,iz@санкт-петербург-iz.ru,Инженерные изыскания,71.12
ООО Йога-студия Санкт-Петербург,8000001037,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 38",https://yoga-санкт-петербург.ru,yoga@санкт-петербург-yoga.ru,Йога-студия,93.11
ООО Кавер-группа Санкт-Петербург,8000001017,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 18",https://cover-санкт-петербург.ru,cover@санкт-петербург-cover.ru,Кавер-группа,90.01
ООО Кадровое агентство Санкт-Петербург,8100001014,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 15",https://kadry-санкт-петербург.ru,kadry@санкт-петербург-kdr.ru,Кадровое агентство,78.10
ООО Камины и печи Санкт-Петербург,8100001015,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 16",https://kamin-санкт-петербург.ru,kamin@санкт-петербург-kam.ru,Камины и печи,43.22
ООО Канцтовары оптом Санкт-Петербург,7900001024,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 25",https://office-санкт-петербург.ru,office@санкт-петербург-off.ru,Канцтовары оптом,46.49
ООО Карьерный консультант Санкт-Петербург,8000001023,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 24",https://career-санкт-петербург.ru,career@санкт-петербург-career.ru,Карьерный консультант,78.10
ООО Кафе Санкт-Петербург,7800001000,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 1",https://cafe-санкт-петербург.ru,info@санкт-петербург-cafe.ru,Кафе,56.10
ООО Квартирный переезд Санкт-Петербург,8100001016,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 17",https://pereezd-санкт-петербург.ru,move@санкт-петербург-move.ru,Квартирный переезд,49.42
ООО Клининг Санкт-Петербург,7800001009,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 10",https://cleaning-санкт-петербург.ru,info@санкт-петербург-cleaning.ru,Клининг,81.22
ООО Клининговые услуги Санкт-Петербург,8100001017,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 18",https://clean-санкт-петербург.ru,clean@санкт-петербург-clean.ru,Клининговые услуги,81.22
ООО Книжный магазин Санкт-Петербург,7800001018,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 19",https://bookshop-санкт-петербург.ru,info@санкт-петербург-books.ru,Книжный магазин,47.61
ООО Кованые изделия Санкт-Петербург,8100001018,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 19",https://kovka-санкт-петербург.ru,kovka@санкт-петербург-kov.ru,Кованые изделия,25.50
ООО Ковры Санкт-Петербург,7800001025,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 26",https://carpets-санкт-петербург.ru,info@санкт-петербург-carpets.ru,Ковры,47.53
ООО Кондиционеры Санкт-Петербург,7800001029,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 30",https://ac-санкт-петербург.ru,info@санкт-петербург-ac.ru,Кондиционеры,43.22
ООО Контекстная реклама Санкт-Петербург,8000001004,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 5",https://ppc-санкт-петербург.ru,ppc@санкт-петербург-ppc.ru,Контекстная реклама,73.11
ООО Контроль доступа Санкт-Петербург,7900001013,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 14",https://access-санкт-петербург.ru,access@санкт-петербург-acs.ru,Контроль доступа,43.21
ООО Копировальный центр Санкт-Петербург,8100001019,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 20",https://copy-санкт-петербург.ru,copy@санкт-петербург-copy.ru,Копировальный центр,18.12
ООО Корпоративное обучение Санкт-Петербург,8000001021,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 22",https://corp-санкт-петербург.ru,corp@санкт-петербург-corp.ru,Корпоративное обучение,85.59
ООО Косметология Санкт-Петербург,8000001034,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 35",https://cosmo-санкт-петербург.ru,cosmo@санкт-петербург-cos.ru,Косметология,96.02
ООО Коучинг Санкт-Петербург,8000001022,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Коммерческая, 23",https://coaching-санкт-петербург.ru,coaching@санкт-петербург-coaching.ru,Коучинг,85.59
ООО Кровельные материалы Санкт-Петербург,7900001008,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Промышленная, 9",https://roof-санкт-петербург.ru,roof@санкт-петербург-roof.ru,Кровельные материалы,23.99
ООО Курьерская доставка Санкт-Петербург,7800001010,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 11",https://delivery-санкт-петербург.ru,info@санкт-петербург-delivery.ru,Курьерская доставка,53.20
ООО Кухни Санкт-Петербург,7800001027,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Центральная, 28",https://kitchens-санкт-петербург.ru,info@санкт-петербург-kitchen.ru,Кухни,31.01
ООО Лаборатория Санкт-Петербург,8100001020,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 21",https://lab-санкт-петербург.ru,lab@санкт-петербург-lab.ru,Лаборатория,71.12
ООО Ландшафтный дизайн Санкт-Петербург,8100001021,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 22",https://landscape-санкт-петербург.ru,land@санкт-петербург-land.ru,Ландшафтный дизайн,81.30
ООО Лифтовое оборудование Санкт-Петербург,8100001022,Санкт-Петербург,Россия,"г Санкт-Петербург, ул Мастеров, 23",https://lift-санкт-петербург.ru,lift@санкт-петербург-lift.ru,Лифтовое оборудование,28.22
ООО СДЭК,7701010000,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 1",cdek.ru,info@cdek.ru,Логистика,49.41
ООО Boxberry,7701010001,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 2",boxberry.ru,info@boxberry.ru,Логистика,49.41
ООО Почта России,7701010002,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 3",russianpost.ru,info@russianpost.ru,Логистика,49.41
ООО Major Express,7701010003,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 4",majorexpress.ru,info@majorexpress.ru,Логистика,49.41
ООО Байкал Сервис,7701010004,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 5",baikalservice.ru,info@baikalservice.ru,Логистика,49.41
ООО Деловые Линии,7701010005,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 6",dellin.ru,info@dellin.ru,Логистика,49.41
ООО ЖелДорЭкспедиция,7701010006,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 7",jde.ru,info@jde.ru,Логистика,49.41
ООО ПЭК,7701010007,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 8",pecom.ru,info@pecom.ru,Логистика,49.41
ООО Энергия,7701010008,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 9",nrg-tk.ru,info@nrg-tk.ru,Логистика,49.41
ООО КИТ,7701010009,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 10",tk-kit.ru,info@tk-kit.ru,Логистика,49.41
ООО Автотрейдинг,7701010010,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 11",avtotreyding.ru,info@avtotreyding.ru,Логистика,49.41
ООО ТЭК Основа,7701010011,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 12",tek-osnova.ru,info@tek-osnova.ru,Логистика,49.41
ООО Главдоставка,7701010012,Санкт-Петербург,Санкт-Петербург,"г Санкт-Петербург, ул Примерная, 13",glavdostavka.ru,info@glavdostavka.ru,Логистика,49.41
